Series Name,Series Code,Country Name,Country Code,Year,Value
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,2003,0.733298046863635
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,2003,0.338409798424049
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,2003,0.822512392357976
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,2003,2.47203950414339
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,2003,-0.181908142422976
Population growth (annual %),SP.POP.GROW,Sudan,SDN,2003,2.25738358789851
Population growth (annual %),SP.POP.GROW,Suriname,SUR,2003,1.96683193341399
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,2003,0.682836011828583
Population growth (annual %),SP.POP.GROW,Sweden,SWE,2003,0.372092942799084
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,2003,0.74191960337232
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,2003,2.38129035278314
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,2003,1.92429974773697
Population growth (annual %),SP.POP.GROW,Tanzania,TZA,2003,2.64525638066994
Population growth (annual %),SP.POP.GROW,Thailand,THA,2003,0.931947504633534
Population growth (annual %),SP.POP.GROW,Timor-Leste,TLS,2003,4.20086521764908
Population growth (annual %),SP.POP.GROW,Togo,TGO,2003,2.53342165886308
Population growth (annual %),SP.POP.GROW,Tonga,TON,2003,0.566388827048018
Population growth (annual %),SP.POP.GROW,Trinidad and Tobago,TTO,2003,0.501588638492564
Population growth (annual %),SP.POP.GROW,Tunisia,TUN,2003,0.999023084325491
Population growth (annual %),SP.POP.GROW,Turkiye,TUR,2003,1.16094416683032
Population growth (annual %),SP.POP.GROW,Turkmenistan,TKM,2003,1.95992500636987
Population growth (annual %),SP.POP.GROW,Turks and Caicos Islands,TCA,2003,5.34102926307635
Population growth (annual %),SP.POP.GROW,Tuvalu,TUV,2003,0.745422232035146
Population growth (annual %),SP.POP.GROW,Uganda,UGA,2003,3.15822372497188
Population growth (annual %),SP.POP.GROW,Ukraine,UKR,2003,-0.746752569088852
Population growth (annual %),SP.POP.GROW,United Arab Emirates,ARE,2003,5.78447695225097
Population growth (annual %),SP.POP.GROW,United Kingdom,GBR,2003,0.465641113602993
Population growth (annual %),SP.POP.GROW,United States,USA,2003,0.859481712840946
Population growth (annual %),SP.POP.GROW,Uruguay,URY,2003,0.0707006512477159
Population growth (annual %),SP.POP.GROW,Uzbekistan,UZB,2003,1.21806027288929
Population growth (annual %),SP.POP.GROW,Vanuatu,VUT,2003,2.4624992109609
Population growth (annual %),SP.POP.GROW,"Venezuela, RB",VEN,2003,1.78086326604433
Population growth (annual %),SP.POP.GROW,Viet Nam,VNM,2003,0.999847904782733
Population growth (annual %),SP.POP.GROW,Virgin Islands (U.S.),VIR,2003,-0.0036863981129841
Population growth (annual %),SP.POP.GROW,West Bank and Gaza,PSE,2003,2.55524755562296
Population growth (annual %),SP.POP.GROW,"Yemen, Rep.",YEM,2003,2.93835979043048
Population growth (annual %),SP.POP.GROW,Zambia,ZMB,2003,3.10355045228564
Population growth (annual %),SP.POP.GROW,Zimbabwe,ZWE,2003,1.18973560223894
Population growth (annual %),SP.POP.GROW,Australia,AUS,2003,1.15019273319182
Population growth (annual %),SP.POP.GROW,Armenia,ARM,2003,-0.542125640304999
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,2003,6.14519400188515
Population growth (annual %),SP.POP.GROW,Algeria,DZA,2003,1.32961524189621
Population growth (annual %),SP.POP.GROW,Africa Eastern and Southern,AFE,2003,2.61906809457548
Population growth (annual %),SP.POP.GROW,Africa Western and Central,AFW,2003,2.8141742241892
Population growth (annual %),SP.POP.GROW,Arab World,ARB,2003,2.34144421249202
Population growth (annual %),SP.POP.GROW,Caribbean small states,CSS,2003,0.797894040767662
Population growth (annual %),SP.POP.GROW,Central Europe and the Baltics,CEB,2003,-0.314241146330712
Population growth (annual %),SP.POP.GROW,Early-demographic dividend,EAR,2003,1.72195177952332
Population growth (annual %),SP.POP.GROW,East Asia & Pacific,EAS,2003,0.793411829437561
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (excluding high income),EAP,2003,0.846581153564785
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (IDA & IBRD countries),TEA,2003,0.849673896242395
Population growth (annual %),SP.POP.GROW,Euro area,EMU,2003,0.551544594848061
Population growth (annual %),SP.POP.GROW,Europe & Central Asia,ECS,2003,0.263935065444592
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (excluding high income),ECA,2003,0.452437671213906
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (IDA & IBRD countries),TEC,2003,0.022605811183776
Population growth (annual %),SP.POP.GROW,European Union,EUU,2003,0.368018915492286
Population growth (annual %),SP.POP.GROW,Fragile and conflict affected situations,FCS,2003,2.48976021065206
Population growth (annual %),SP.POP.GROW,Heavily indebted poor countries (HIPC),HPC,2003,2.91846284171644
Population growth (annual %),SP.POP.GROW,High income,HIC,2003,0.522142632942797
Population growth (annual %),SP.POP.GROW,IBRD only,IBD,2003,1.1109111240503
Population growth (annual %),SP.POP.GROW,IDA & IBRD total,IBT,2003,1.40815543573873
Population growth (annual %),SP.POP.GROW,IDA blend,IDB,2003,2.4699335570923
Population growth (annual %),SP.POP.GROW,IDA only,IDX,2003,2.39326866020737
Population growth (annual %),SP.POP.GROW,IDA total,IDA,2003,2.42000909886359
Population growth (annual %),SP.POP.GROW,Late-demographic dividend,LTE,2003,0.651137860047248
Population growth (annual %),SP.POP.GROW,Latin America & Caribbean,LCN,2003,1.29176714534971
Population growth (annual %),SP.POP.GROW,Latin America & Caribbean (excluding high income),LAC,2003,1.29023904822801
Population growth (annual %),SP.POP.GROW,Latin America & the Caribbean (IDA & IBRD countries),TLA,2003,1.32201804298939
Population growth (annual %),SP.POP.GROW,Least developed countries: UN classification,LDC,2003,2.49178291301708
Population growth (annual %),SP.POP.GROW,Low & middle income,LMY,2003,1.4584566947946
Population growth (annual %),SP.POP.GROW,Low income,LIC,2003,2.94963239449119
Population growth (annual %),SP.POP.GROW,Lower middle income,LMC,2003,1.86607026207232
Population growth (annual %),SP.POP.GROW,"Middle East, North Africa, Afghanistan & Pakistan",MEA,2003,2.31684628806507
Population growth (annual %),SP.POP.GROW,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2003,2.19844605745387
Population growth (annual %),SP.POP.GROW,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2003,2.19615812834471
Population growth (annual %),SP.POP.GROW,Middle income,MIC,2003,1.34751740442319
Population growth (annual %),SP.POP.GROW,North America,NAC,2003,0.86329811235113
Population growth (annual %),SP.POP.GROW,OECD members,OED,2003,0.727683961257127
Population growth (annual %),SP.POP.GROW,Other small states,OSS,2003,1.30772245277832
Population growth (annual %),SP.POP.GROW,Pacific island small states,PSS,2003,1.20114398382466
Population growth (annual %),SP.POP.GROW,Post-demographic dividend,PST,2003,0.502572879325375
Population growth (annual %),SP.POP.GROW,Pre-demographic dividend,PRE,2003,3.00003592133816
Population growth (annual %),SP.POP.GROW,Small states,SST,2003,1.16812684611627
Population growth (annual %),SP.POP.GROW,South Asia,SAS,2003,1.68257244504411
Population growth (annual %),SP.POP.GROW,South Asia (IDA & IBRD),TSA,2003,1.68257244504411
Population growth (annual %),SP.POP.GROW,Sub-Saharan Africa,SSF,2003,2.69807319395616
Population growth (annual %),SP.POP.GROW,Sub-Saharan Africa (excluding high income),SSA,2003,2.66273545310051
Population growth (annual %),SP.POP.GROW,Sub-Saharan Africa (IDA & IBRD countries),TSS,2003,2.69807319395616
Population growth (annual %),SP.POP.GROW,Upper middle income,UMC,2003,0.869155962789881
Population growth (annual %),SP.POP.GROW,World,WLD,2003,1.29060526621754
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Bangladesh,BGD,2003,13.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Afghanistan,AFG,2003,14.3
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chad,TCD,2003,6.21849056575933
Population growth (annual %),SP.POP.GROW,Albania,ALB,2004,-0.417931377925999
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,2004,-0.268918950346124
Population growth (annual %),SP.POP.GROW,Andorra,AND,2004,6.73220754538658
Population growth (annual %),SP.POP.GROW,Angola,AGO,2004,3.59445752400652
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,2004,1.06640091579038
Population growth (annual %),SP.POP.GROW,Argentina,ARG,2004,1.01407652046238
Population growth (annual %),SP.POP.GROW,Aruba,ABW,2004,2.13535781849357
Population growth (annual %),SP.POP.GROW,Austria,AUT,2004,0.620413127334181
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,2004,0.875427280482454
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,2004,1.23306270632529
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,2004,7.46118982341814
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,2004,1.36154790691024
Population growth (annual %),SP.POP.GROW,Barbados,BRB,2004,0.57102921384559
Population growth (annual %),SP.POP.GROW,Belarus,BLR,2004,-0.682169472243919
Population growth (annual %),SP.POP.GROW,Belgium,BEL,2004,0.432788248129175
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2004,2.95389266992451
Population growth (annual %),SP.POP.GROW,Benin,BEN,2004,3.06173106096489
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,2004,0.270527854058021
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,2004,1.99990053168434
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,2004,1.68272509947837
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,2004,-0.902366959162245
Population growth (annual %),SP.POP.GROW,Botswana,BWA,2004,1.75338203751141
Population growth (annual %),SP.POP.GROW,Brazil,BRA,2004,1.12991417032023
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,2004,3.31919840076176
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,2004,1.79377776163247
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,2004,-0.754796951273604
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,2004,3.14512608695879
Population growth (annual %),SP.POP.GROW,Burundi,BDI,2004,3.72769286109058
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,2004,1.25679558194683
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,2004,1.47375057040259
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2004,2.74741504067453
Population growth (annual %),SP.POP.GROW,Canada,CAN,2004,0.932186964148048
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,2004,3.17657692300086
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,2004,2.16355960798951
Population growth (annual %),SP.POP.GROW,Chad,TCD,2004,4.4546309402426
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,2004,0.712216582260157
Population growth (annual %),SP.POP.GROW,Chile,CHL,2004,1.00938163923532
Population growth (annual %),SP.POP.GROW,China,CHN,2004,0.593932815112141
Population growth (annual %),SP.POP.GROW,Colombia,COL,2004,1.46883725533231
Population growth (annual %),SP.POP.GROW,Comoros,COM,2004,1.89592485384757
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,2004,2.94457864295254
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,2004,3.41769832826944
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,2004,1.47010716590985
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2004,2.42497124712807
Population growth (annual %),SP.POP.GROW,Croatia,HRV,2004,0.0279042785156658
Population growth (annual %),SP.POP.GROW,Cuba,CUB,2004,0.261696675732895
Population growth (annual %),SP.POP.GROW,Curacao,CUW,2004,1.72502952808587
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,2004,1.8127204878139
Population growth (annual %),SP.POP.GROW,Czechia,CZE,2004,0.0304348483027166
Population growth (annual %),SP.POP.GROW,Denmark,DNK,2004,0.258432282052875
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,2004,1.53756010632665
Population growth (annual %),SP.POP.GROW,Dominica,DMA,2004,0.172036782480506
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,2004,1.37429292476688
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,2004,1.75235156486952
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2004,2.06437734857129
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,2004,0.101172439142576
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,2004,5.95846501494265
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,2004,4.10022739741036
Population growth (annual %),SP.POP.GROW,Estonia,EST,2004,-0.597820510395586
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2004,2.99474712931538
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,2004,0.730172510601633
Population growth (annual %),SP.POP.GROW,Fiji,FJI,2004,0.928394421815226
Population growth (annual %),SP.POP.GROW,Finland,FIN,2004,0.290350361518584
Population growth (annual %),SP.POP.GROW,France,FRA,2004,0.732625502527391
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,2004,1.58373949574295
Population growth (annual %),SP.POP.GROW,Gabon,GAB,2004,2.80043793009716
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,2004,2.73240205558954
Population growth (annual %),SP.POP.GROW,Georgia,GEO,2004,-0.619262410024726
Population growth (annual %),SP.POP.GROW,Germany,DEU,2004,-0.021709727650009
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2004,2.64856422445373
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,2004,1.54769798714191
Population growth (annual %),SP.POP.GROW,Greece,GRC,2004,0.247413542822812
Population growth (annual %),SP.POP.GROW,Greenland,GRL,2004,0.258691377800952
Population growth (annual %),SP.POP.GROW,Grenada,GRD,2004,0.402370769308206
Population growth (annual %),SP.POP.GROW,Guam,GUM,2004,0.411688102683209
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,2004,2.22294147751077
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2004,2.14071157501219
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2004,2.30540545476551
Population growth (annual %),SP.POP.GROW,Guyana,GUY,2004,-0.0895433023955464
Population growth (annual %),SP.POP.GROW,Haiti,HTI,2004,1.70178992075307
Population growth (annual %),SP.POP.GROW,Honduras,HND,2004,2.49393448320234
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,2004,0.77991856230718
Population growth (annual %),SP.POP.GROW,Hungary,HUN,2004,-0.221439378654807
Population growth (annual %),SP.POP.GROW,Iceland,ISL,2004,0.8779361576874
Population growth (annual %),SP.POP.GROW,India,IND,2004,1.7035704679088
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,2004,1.27101139474106
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,2004,2.13922055681238
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,2004,2.85128305805808
Population growth (annual %),SP.POP.GROW,Ireland,IRL,2004,1.82831381790901
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,2004,0.947463428784622
Population growth (annual %),SP.POP.GROW,Israel,ISR,2004,1.76762364154994
Population growth (annual %),SP.POP.GROW,Italy,ITA,2004,0.744609563112575
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,2004,0.585569135450925
Population growth (annual %),SP.POP.GROW,Japan,JPN,2004,0.0336622582725446
Population growth (annual %),SP.POP.GROW,Jordan,JOR,2004,2.41295841696554
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,2004,0.650552959098631
Population growth (annual %),SP.POP.GROW,Kenya,KEN,2004,3.10482476419105
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,2004,2.00784628062857
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People's Rep.",PRK,2004,0.680784098097041
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,2004,0.396331436697806
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,2004,-0.20064639951827
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,2004,2.22351628059893
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,2004,1.2102014656817
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,2004,1.45793744820894
Population growth (annual %),SP.POP.GROW,Latvia,LVA,2004,-1.09131295557421
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,2004,1.6169716035759
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,2004,-0.704216157980622
Population growth (annual %),SP.POP.GROW,Liberia,LBR,2004,1.19050087276777
Population growth (annual %),SP.POP.GROW,Libya,LBY,2004,2.06583711688529
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,2004,1.07405521315503
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,2004,-1.12299127483243
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,2004,1.42133256471314
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,2004,2.47146053547528
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,2004,-0.323800435972555
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2004,2.91610861061954
Population growth (annual %),SP.POP.GROW,Malawi,MWI,2004,2.58631203946607
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,2004,2.31172452935085
Population growth (annual %),SP.POP.GROW,Maldives,MDV,2004,1.64645534671167
Population growth (annual %),SP.POP.GROW,Mali,MLI,2004,3.23794608826987
Population growth (annual %),SP.POP.GROW,Malta,MLT,2004,0.67162845452858
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,2004,0.293918803877236
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2004,2.34965515386841
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,2004,0.627103982385528
Population growth (annual %),SP.POP.GROW,Mexico,MEX,2004,1.3653083154997
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,2004,-0.321127790347554
Population growth (annual %),SP.POP.GROW,Moldova,MDA,2004,-0.247447154059097
Population growth (annual %),SP.POP.GROW,Monaco,MCO,2004,-0.207170649691514
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,2004,1.12405283429406
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,2004,0.177216475615812
Population growth (annual %),SP.POP.GROW,Morocco,MAR,2004,1.28219021585352
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,2004,2.28307737180822
Population growth (annual %),SP.POP.GROW,Myanmar,MMR,2004,0.856837524813252
Population growth (annual %),SP.POP.GROW,Namibia,NAM,2004,1.27571138513782
Population growth (annual %),SP.POP.GROW,Nauru,NRU,2004,0.0099408519391914
Population growth (annual %),SP.POP.GROW,Nepal,NPL,2004,1.26834840063401
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,2004,0.347475412048658
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,2004,1.74820694207225
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,2004,1.48621908244575
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,2004,1.18180960798577
Population growth (annual %),SP.POP.GROW,Niger,NER,2004,3.59824904350361
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2004,2.77053967849452
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,2004,-2.29294440205974
Population growth (annual %),SP.POP.GROW,Norway,NOR,2004,0.590930939690253
Population growth (annual %),SP.POP.GROW,Oman,OMN,2004,1.72066711093441
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,2004,2.4680911760913
Population growth (annual %),SP.POP.GROW,Palau,PLW,2004,0.815628017637243
Population growth (annual %),SP.POP.GROW,Panama,PAN,2004,1.90499044238143
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,2004,3.27757216652727
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,2004,1.15243910027232
Population growth (annual %),SP.POP.GROW,Peru,PER,2004,0.980296012446146
Population growth (annual %),SP.POP.GROW,Philippines,PHL,2004,1.94326756715565
Population growth (annual %),SP.POP.GROW,Poland,POL,2004,-0.0585127351273288
Population growth (annual %),SP.POP.GROW,Portugal,PRT,2004,0.239128989611917
Population growth (annual %),SP.POP.GROW,Puerto Rico (US),PRI,2004,0.0204626359646878
Population growth (annual %),SP.POP.GROW,Qatar,QAT,2004,3.77511702353838
Population growth (annual %),SP.POP.GROW,Romania,ROU,2004,-0.569786272532879
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,2004,-0.402681471328549
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2004,2.6429108159401
Population growth (annual %),SP.POP.GROW,Samoa,WSM,2004,0.440703577844664
Population growth (annual %),SP.POP.GROW,San Marino,SMR,2004,5.63499845738975
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,2004,2.49821189998236
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,2004,4.59154568390222
Population growth (annual %),SP.POP.GROW,Senegal,SEN,2004,2.34632515714346
Population growth (annual %),SP.POP.GROW,Serbia,SRB,2004,-0.233328451597809
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,2004,-0.370334934558794
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2004,3.38061570413438
Population growth (annual %),SP.POP.GROW,Singapore,SGP,2004,1.2519166730553
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,2004,1.15208281910581
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,2004,-0.0203617202597358
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,2004,0.0640662022616923
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,2004,1.79794695108568
Population growth (annual %),SP.POP.GROW,"Somalia, Fed. Rep.",SOM,2004,3.68380578936556
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,2004,1.00742279739678
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,2004,4.66850589649025
Population growth (annual %),SP.POP.GROW,Spain,ESP,2004,1.7254663034483
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,2004,0.679757715006083
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,2004,0.30057001145304
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,2004,0.771973333919315
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,2004,2.36719103264538
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,2004,-0.270825385911129
Population growth (annual %),SP.POP.GROW,Sudan,SDN,2004,2.18560495236388
Population growth (annual %),SP.POP.GROW,Suriname,SUR,2004,1.47189322083765
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,2004,0.603686468671865
Population growth (annual %),SP.POP.GROW,Sweden,SWE,2004,0.393298991357658
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,2004,0.687425960233006
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,2004,2.47115145720736
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,2004,1.96260002776105
Population growth (annual %),SP.POP.GROW,Tanzania,TZA,2004,2.71326096371365
Population growth (annual %),SP.POP.GROW,Thailand,THA,2004,0.896077275303913
Population growth (annual %),SP.POP.GROW,Timor-Leste,TLS,2004,1.3213970309566
Population growth (annual %),SP.POP.GROW,Togo,TGO,2004,2.56650535233
Population growth (annual %),SP.POP.GROW,Tonga,TON,2004,0.579379767566292
Population growth (annual %),SP.POP.GROW,Trinidad and Tobago,TTO,2004,0.497078430407533
Population growth (annual %),SP.POP.GROW,Tunisia,TUN,2004,0.934209359397325
Population growth (annual %),SP.POP.GROW,Turkiye,TUR,2004,1.11548254617054
Population growth (annual %),SP.POP.GROW,Turkmenistan,TKM,2004,1.91878016561315
Population growth (annual %),SP.POP.GROW,Turks and Caicos Islands,TCA,2004,5.06579381753678
Population growth (annual %),SP.POP.GROW,Tuvalu,TUV,2004,1.24034187139951
Population growth (annual %),SP.POP.GROW,Uganda,UGA,2004,2.99944519470383
Population growth (annual %),SP.POP.GROW,Ukraine,UKR,2004,-0.697090406399135
Population growth (annual %),SP.POP.GROW,United Arab Emirates,ARE,2004,5.48794157690806
Population growth (annual %),SP.POP.GROW,United Kingdom,GBR,2004,0.568943113421317
Population growth (annual %),SP.POP.GROW,United States,USA,2004,0.925483968943482
Population growth (annual %),SP.POP.GROW,Uruguay,URY,2004,0.0597775816533495
Population growth (annual %),SP.POP.GROW,Uzbekistan,UZB,2004,1.22957581560979
Population growth (annual %),SP.POP.GROW,Vanuatu,VUT,2004,2.44318438167928
Population growth (annual %),SP.POP.GROW,"Venezuela, RB",VEN,2004,1.71593189812023
Population growth (annual %),SP.POP.GROW,Viet Nam,VNM,2004,0.969589431962946
Population growth (annual %),SP.POP.GROW,Virgin Islands (U.S.),VIR,2004,-0.0359495051596945
Population growth (annual %),SP.POP.GROW,West Bank and Gaza,PSE,2004,2.55527589181892
Population growth (annual %),SP.POP.GROW,"Yemen, Rep.",YEM,2004,2.93369063852526
Population growth (annual %),SP.POP.GROW,Zambia,ZMB,2004,3.17745831747123
Population growth (annual %),SP.POP.GROW,Zimbabwe,ZWE,2004,1.08604865181957
Population growth (annual %),SP.POP.GROW,Australia,AUS,2004,1.06919812205752
Population growth (annual %),SP.POP.GROW,Armenia,ARM,2004,-0.554559192905497
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,2004,3.57583485398158
Population growth (annual %),SP.POP.GROW,Algeria,DZA,2004,1.39644042529783
Population growth (annual %),SP.POP.GROW,Africa Eastern and Southern,AFE,2004,2.64137149821667
Population growth (annual %),SP.POP.GROW,Africa Western and Central,AFW,2004,2.82856501787792
Population growth (annual %),SP.POP.GROW,Arab World,ARB,2004,2.32646818002896
Population growth (annual %),SP.POP.GROW,Caribbean small states,CSS,2004,0.727514378541612
Population growth (annual %),SP.POP.GROW,Central Europe and the Baltics,CEB,2004,-0.274658938488359
Population growth (annual %),SP.POP.GROW,Early-demographic dividend,EAR,2004,1.7256294066802
Population growth (annual %),SP.POP.GROW,East Asia & Pacific,EAS,2004,0.757360331773851
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (excluding high income),EAP,2004,0.813694495842485
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (IDA & IBRD countries),TEA,2004,0.815425021025006
Population growth (annual %),SP.POP.GROW,Euro area,EMU,2004,0.559694384081159
Population growth (annual %),SP.POP.GROW,Europe & Central Asia,ECS,2004,0.29135368027806
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (excluding high income),ECA,2004,0.456768865895783
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (IDA & IBRD countries),TEC,2004,0.0525326442561035
Population growth (annual %),SP.POP.GROW,European Union,EUU,2004,0.387751737585473
Population growth (annual %),SP.POP.GROW,Fragile and conflict affected situations,FCS,2004,2.42131788629322
Population growth (annual %),SP.POP.GROW,Heavily indebted poor countries (HIPC),HPC,2004,2.82375173512255
Population growth (annual %),SP.POP.GROW,High income,HIC,2004,0.54490657089991
Population growth (annual %),SP.POP.GROW,IBRD only,IBD,2004,1.10719613630572
Population growth (annual %),SP.POP.GROW,IDA & IBRD total,IBT,2004,1.3995656463641
Population growth (annual %),SP.POP.GROW,IDA blend,IDB,2004,2.51590073315121
Population growth (annual %),SP.POP.GROW,IDA only,IDX,2004,2.31025487425802
Population growth (annual %),SP.POP.GROW,IDA total,IDA,2004,2.38204935551316
Population growth (annual %),SP.POP.GROW,Late-demographic dividend,LTE,2004,0.634259966245579
Population growth (annual %),SP.POP.GROW,Latin America & Caribbean,LCN,2004,1.24984742276736
